,Unnamed: 0.1,Unnamed: 0,Name,Author,num_page,Language,User_rating,rating_num,Reviews,Genre_1,Genre_2,Genre_3,Year,Publisher,book_url
0,0.0,0.0,The Hunger Games,Suzanne Collins,374,English,4.33,"7,999,679","198,171",Young Adult,Fiction,Dystopia,2008.0,Scholastic Press,https://www.goodreads.com//book/show/2767052-the-hunger-games
1,1.0,1.0,Harry Potter and the Order of the Phoenix,J.K. Rowling,912,English,4.5,"3,160,046","57,494",Fantasy,Young Adult,Fiction,2003.0,Scholastic Inc.,https://www.goodreads.com//book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
2,2.0,2.0,Pride and Prejudice,Jane Austen,279,English,4.28,"3,961,700","101,281",Classics,Fiction,Romance,1813.0,Modern Library,https://www.goodreads.com//book/show/1885.Pride_and_Prejudice
3,3.0,3.0,To Kill a Mockingbird,Harper Lee,323,English,4.27,"5,714,197","110,728",Classics,Fiction,Historical Fiction,1960.0,Harper Perennial Modern Classics ,https://www.goodreads.com//book/show/2657.To_Kill_a_Mockingbird
4,4.0,4.0,The Book Thief,Markus Zusak,552,English,4.39,"2,375,178","136,571",Historical Fiction,Fiction,Young Adult,2006.0,Alfred A. Knopf,https://www.goodreads.com//book/show/19063.The_Book_Thief
5,5.0,5.0,Twilight,Stephenie Meyer,498,English,3.64,"6,179,154","122,602",Fantasy,Young Adult,Romance,2005.0,"Little, Brown and Company",https://www.goodreads.com//book/show/41865.Twilight
6,6.0,6.0,Animal Farm,George Orwell,128,English,3.98,"3,592,602","84,989",Classics,Fiction,Dystopia,1945.0,Signet Classics,https://www.goodreads.com//book/show/170448.Animal_Farm
7,7.0,7.0,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,1728,English,4.61,"127,700","2,139",Fantasy,Fiction,Classics,1955.0,Ballantine Books,https://www.goodreads.com//book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set
8,8.0,8.0,The Chronicles of Narnia,C.S. Lewis,767,English,4.27,"618,931","11,987",Fantasy,Classics,Young Adult,1956.0,HarperCollins,https://www.goodreads.com//book/show/11127.The_Chronicles_of_Narnia
9,9.0,9.0,The Fault in Our Stars,John Green,313,English,4.15,"4,783,849","173,339",Young Adult,Romance,Fiction,2012.0,Dutton Books,https://www.goodreads.com//book/show/11870085-the-fault-in-our-stars
10,10.0,10.0,Gone with the Wind,Margaret Mitchell,1037,English,4.3,"1,180,686","23,147",Classics,Historical Fiction,Fiction,1936.0,Warner Books,https://www.goodreads.com//book/show/18405.Gone_with_the_Wind
11,11.0,11.0,The Giving Tree,Shel Silverstein,64,English,4.38,"1,070,241","21,136",Childrens,Fiction,Picture Books,1964.0,HarperCollins Publishers,https://www.goodreads.com//book/show/370493.The_Giving_Tree
12,12.0,12.0,The Picture of Dorian Gray,Oscar Wilde,272,English,4.12,"1,379,852","58,055",Classics,Fiction,Horror,1890.0,Random House: Modern Library,https://www.goodreads.com//book/show/5297.The_Picture_of_Dorian_Gray
13,13.0,13.0,Wuthering Heights,Emily Brontë,464,English,3.88,"1,690,332","54,695",Classics,Fiction,Romance,1847.0,Norton,https://www.goodreads.com//book/show/6185.Wuthering_Heights
14,14.0,14.0,Harry Potter and the Philosopher’s Stone,J.K. Rowling,223,English,4.47,"9,316,463","148,023",Fantasy,Fiction,Young Adult,1997.0,Bloomsbury Publishing,https://www.goodreads.com//book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone
15,15.0,15.0,The Perks of Being a Wallflower,Stephen Chbosky,213,English,4.22,"1,666,747","81,931",Young Adult,Fiction,Contemporary,1999.0,MTV Books/Pocket Books,https://www.goodreads.com//book/show/22628.The_Perks_of_Being_a_Wallflower
16,16.0,16.0,Jane Eyre,Charlotte Brontë,532,English,4.14,"1,982,690","58,309",Classics,Fiction,Romance,1847.0,Penguin,https://www.goodreads.com//book/show/10210.Jane_Eyre
17,17.0,17.0,The Da Vinci Code,Dan Brown,489,English,3.9,"2,254,783","52,745",Fiction,Mystery,Thriller,2003.0,Anchor,https://www.goodreads.com//book/show/968.The_Da_Vinci_Code
18,18.0,18.0,The Great Gatsby,F. Scott Fitzgerald,180,English,3.93,"4,861,062","94,872",Classics,Fiction,School,1925.0,Scribner,https://www.goodreads.com//book/show/4671.The_Great_Gatsby
19,19.0,19.0,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,239,English,4.06,"538,345","14,218",Classics,Fantasy,Fiction,1871.0,Penguin Group (USA),https://www.goodreads.com//book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
20,20.0,20.0,The Little Prince,Antoine de Saint-Exupéry,96,English,4.32,"1,934,422","60,518",Classics,Fiction,Fantasy,1943.0,"Harcourt, Inc.",https://www.goodreads.com//book/show/157993.The_Little_Prince
21,21.0,21.0,Memoirs of a Geisha,Arthur Golden,503,English,4.14,"1,933,722","34,421",Fiction,Historical Fiction,Romance,1997.0,Vintage Books USA,https://www.goodreads.com//book/show/929.Memoirs_of_a_Geisha
22,22.0,22.0,The Lightning Thief,Rick Riordan,377,English,4.29,"2,708,588","85,612",Fantasy,Young Adult,Mythology,2005.0,Disney Hyperion Books,https://www.goodreads.com//book/show/28187.The_Lightning_Thief
23,23.0,23.0,Divergent,Veronica Roth,487,English,4.15,"3,721,045","117,100",Young Adult,Dystopia,Fantasy,2011.0,Katherine Tegen Books,https://www.goodreads.com//book/show/13335037-divergent
24,24.0,24.0,Les Misérables,Victor Hugo,1463,English,4.2,"771,355","21,477",Classics,Fiction,Historical Fiction,1862.0,Penguin,https://www.goodreads.com//book/show/24280.Les_Mis_rables
25,25.0,25.0,Crime and Punishment,Fyodor Dostoevsky,671,English,4.26,"825,369","30,890",Classics,Fiction,Russia,1866.0,Penguin,https://www.goodreads.com//book/show/7144.Crime_and_Punishment
26,26.0,26.0,Lord of the Flies,William Golding,182,English,3.69,"2,748,907","50,894",Classics,Fiction,Young Adult,1954.0,Penguin Books ,https://www.goodreads.com//book/show/7624.Lord_of_the_Flies
27,27.0,27.0,Romeo and Juliet,William Shakespeare,281,English,3.74,"2,477,443","28,104",Classics,Plays,Fiction,1597.0,Washington Square Press,https://www.goodreads.com//book/show/18135.Romeo_and_Juliet
28,28.0,28.0,Anne of Green Gables,L.M. Montgomery,320,English,4.3,"921,585","34,816",Classics,Fiction,Young Adult,1908.0,Signet,https://www.goodreads.com//book/show/8127.Anne_of_Green_Gables
29,29.0,29.0,City of Bones,Cassandra Clare,485,English,4.08,"1,920,408","72,552",Fantasy,Young Adult,Paranormal,2007.0,Margaret K. McElderry Books,https://www.goodreads.com//book/show/256683.City_of_Bones
30,30.0,30.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams,193,English,4.23,"1,745,582","40,873",Science Fiction,Fiction,Humor,1979.0,Del Rey,https://www.goodreads.com//book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy
31,31.0,31.0,The Help,Kathryn Stockett,464,English,4.47,"2,608,872","88,638",Fiction,Historical Fiction,Historical,2009.0,G.P. Putnam's Sons,https://www.goodreads.com//book/show/4667024-the-help
32,32.0,32.0,Ender’s Game,Orson Scott Card,324,English,4.31,"1,312,869","47,728",Science Fiction,Fiction,Young Adult,1985.0,Tor,https://www.goodreads.com//book/show/375802.Ender_s_Game
33,33.0,33.0,Charlotte's Web,E.B. White,184,English,4.19,"1,730,244","22,280",Classics,Fiction,Childrens,1952.0,HarperCollinsPublishers,https://www.goodreads.com//book/show/24178.Charlotte_s_Web
34,34.0,34.0,Dracula,Bram Stoker,488,English,4.01,"1,180,049","39,765",Classics,Horror,Fiction,1897.0,Norton,https://www.goodreads.com//book/show/17245.Dracula
35,35.0,35.0,Of Mice and Men,John Steinbeck,107,English,3.88,"2,405,421","47,238",Classics,Fiction,School,1937.0,Penguin Books,https://www.goodreads.com//book/show/890.Of_Mice_and_Men
36,36.0,36.0,The Alchemist,Paulo Coelho,182,English,3.9,"2,807,200","109,640",Fiction,Classics,Fantasy,1988.0,HarperOne,https://www.goodreads.com//book/show/18144590-the-alchemist
37,37.0,37.0,The Catcher in the Rye,J.D. Salinger,277,English,3.8,"3,326,956","77,345",Classics,Fiction,Young Adult,1951.0,Back Bay Books,https://www.goodreads.com//book/show/5107.The_Catcher_in_the_Rye
38,38.0,38.0,Brave New World,Aldous Huxley,268,English,3.99,"1,749,208","42,823",Classics,Fiction,Science Fiction,1932.0,HarperPerennial / Perennial Classics,https://www.goodreads.com//book/show/5129.Brave_New_World
39,39.0,39.0,One Hundred Years of Solitude,Gabriel García Márquez,417,English,4.11,"914,978","41,336",Fiction,Classics,Magical Realism,1967.0,Harper,https://www.goodreads.com//book/show/320.One_Hundred_Years_of_Solitude
40,40.0,40.0,Fahrenheit 451,Ray Bradbury,194,English,3.97,"2,227,331","66,707",Classics,Fiction,Science Fiction,1953.0,Simon \u0026 Schuster,https://www.goodreads.com//book/show/13079982-fahrenheit-451
41,41.0,41.0,The Time Traveler's Wife,Audrey Niffenegger,537,English,3.99,"1,738,702","51,837",Fiction,Romance,Fantasy,2003.0,Zola Books,https://www.goodreads.com//book/show/18619684-the-time-traveler-s-wife
42,42.0,42.0,A Thousand Splendid Suns,Khaled Hosseini,372,English,4.42,"1,434,154","70,595",Fiction,Historical Fiction,Contemporary,2007.0,Riverhead Books,https://www.goodreads.com//book/show/128029.A_Thousand_Splendid_Suns
43,43.0,43.0,The Princess Bride,William Goldman,429,English,4.26,"872,142","24,345",Fantasy,Classics,Fiction,1973.0,Ballantine Books,https://www.goodreads.com//book/show/21787.The_Princess_Bride
44,44.0,44.0,The Secret Garden,Frances Hodgson Burnett,331,English,4.15,"1,102,029","25,903",Classics,Fiction,Childrens,1911.0,Children's Classics,https://www.goodreads.com//book/show/2998.The_Secret_Garden
45,45.0,45.0,A Game of Thrones,George R.R. Martin,835,English,4.44,"2,362,607","60,759",Fantasy,Fiction,Epic Fantasy,1996.0,Bantam,https://www.goodreads.com//book/show/13496.A_Game_of_Thrones
46,46.0,46.0,The Outsiders,S.E. Hinton,192,English,4.12,"1,227,164","43,098",Classics,Young Adult,Fiction,1967.0,Puffin Books (US/CAN),https://www.goodreads.com//book/show/231804.The_Outsiders
47,47.0,47.0,A Wrinkle in Time,Madeleine L'Engle,218,English,3.99,"1,156,531","37,963",Fantasy,Fiction,Classics,1962.0,Square Fish,https://www.goodreads.com//book/show/33574273-a-wrinkle-in-time
48,48.0,48.0,The Odyssey,Homer,541,English,3.8,"1,020,863","17,156",Classics,Fiction,Poetry,701.0,Penguin Classics ,https://www.goodreads.com//book/show/1381.The_Odyssey
49,49.0,49.0,Little Women,Louisa May Alcott,449,English,4.14,"2,093,219","45,309",Classics,Fiction,Historical Fiction,1868.0,Signet Classics,https://www.goodreads.com//book/show/1934.Little_Women
50,50.0,50.0,1984,George Orwell,298,English,4.19,"4,222,985","102,585",Classics,Fiction,Science Fiction,1949.0,Houghton Mifflin Harcourt,https://www.goodreads.com//book/show/40961427-1984
51,51.0,51.0,The Adventures of Huckleberry Finn,Mark Twain,327,English,3.83,"1,238,818","18,578",Classics,Fiction,Historical Fiction,1884.0,Penguin Classics,https://www.goodreads.com//book/show/2956.The_Adventures_of_Huckleberry_Finn
52,52.0,52.0,The Lovely Bones,Alice Sebold,372,English,3.85,"2,272,279","44,805",Fiction,Mystery,Young Adult,2002.0,"Little, Brown and Company",https://www.goodreads.com//book/show/12232938-the-lovely-bones
53,53.0,53.0,The Kite Runner,Khaled Hosseini,371,English,4.33,"2,965,388","91,553",Fiction,Historical Fiction,Classics,2003.0,Riverhead Books,https://www.goodreads.com//book/show/77203.The_Kite_Runner
54,54.0,54.0,Where the Wild Things Are,Maurice Sendak,38,English,4.24,"965,887","13,454",Childrens,Picture Books,Fiction,1963.0,Red Fox,https://www.goodreads.com//book/show/19543.Where_the_Wild_Things_Are
55,55.0,55.0,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,260,English,3.85,"1,477,032","53,084",Classics,Fiction,Horror,1818.0,Penguin Classics,https://www.goodreads.com//book/show/35031085-frankenstein
56,56.0,56.0,Green Eggs and Ham,Dr. Seuss,64,English,4.3,"737,408","10,973",Childrens,Picture Books,Fiction,1960.0,Random House Books for Young Readers,https://www.goodreads.com//book/show/23772.Green_Eggs_and_Ham
57,57.0,57.0,Life of Pi,Yann Martel,460,English,3.93,"1,556,164","51,637",Fiction,Fantasy,Classics,2001.0,Seal Books,https://www.goodreads.com//book/show/4214.Life_of_Pi
58,58.0,58.0,A Tale of Two Cities,Charles Dickens,489,English,3.86,"913,890","21,828",Classics,Fiction,Historical Fiction,1859.0,Penguin Books,https://www.goodreads.com//book/show/1953.A_Tale_of_Two_Cities
59,59.0,59.0,Harry Potter and the Deathly Hallows,J.K. Rowling,759,English,4.62,"3,480,735","79,866",Fantasy,Young Adult,Fiction,2007.0,Arthur A. Levine Books,https://www.goodreads.com//book/show/136251.Harry_Potter_and_the_Deathly_Hallows
60,60.0,60.0,The Handmaid’s Tale,Margaret Atwood,314,English,4.13,"1,897,684","89,391",Fiction,Classics,Dystopia,1985.0,Anchor Books,https://www.goodreads.com//book/show/38447.The_Handmaid_s_Tale
61,61.0,61.0,The Giver,Lois Lowry,208,English,4.12,"2,295,543","75,416",Young Adult,Fiction,Classics,1993.0,Ember,https://www.goodreads.com//book/show/3636.The_Giver
62,62.0,62.0,Lolita,Vladimir Nabokov,368,English,3.88,"798,094","35,214",Classics,Fiction,Literature,1955.0,Penguin,https://www.goodreads.com//book/show/7604.Lolita
63,63.0,63.0,Water for Elephants,Sara Gruen,368,English,4.1,"1,560,093","61,405",Fiction,Historical Fiction,Romance,2006.0,Algonquin Books,https://www.goodreads.com//book/show/43641.Water_for_Elephants
64,64.0,64.0,Slaughterhouse-Five,Kurt Vonnegut Jr.,275,English,4.09,"1,279,199","33,623",Classics,Fiction,Science Fiction,1969.0,Dial Press,https://www.goodreads.com//book/show/4981.Slaughterhouse_Five
65,65.0,65.0,Dune,Frank Herbert,658,English,4.26,"1,211,530","53,426",Science Fiction,Fiction,Fantasy,1965.0,Ace,https://www.goodreads.com//book/show/44767458-dune
66,66.0,66.0,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,435,English,4.58,"3,827,636","75,648",Fantasy,Fiction,Young Adult,1999.0,Scholastic Inc.,https://www.goodreads.com//book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
67,67.0,67.0,The Stand,Stephen King,1152,English,4.34,"724,429","27,331",Horror,Fiction,Fantasy,1978.0,Doubleday Books,https://www.goodreads.com//book/show/149267.The_Stand
68,68.0,68.0,Catch-22,Joseph Heller,453,English,3.99,"805,975","21,997",Classics,Fiction,Historical Fiction,1961.0,Simon \u0026 Schuster ,https://www.goodreads.com//book/show/168668.Catch_22
69,69.0,69.0,The Bell Jar,Sylvia Plath,294,English,4.04,"836,328","43,738",Classics,Fiction,Feminism,1963.0,Harper Perennial Modern Classics,https://www.goodreads.com//book/show/6514.The_Bell_Jar
70,70.0,70.0,Matilda,Roald Dahl,240,English,4.33,"876,337","21,815",Childrens,Fiction,Classics,1988.0,Puffin,https://www.goodreads.com//book/show/39988.Matilda
71,71.0,71.0,The Pillars of the Earth,Ken Follett,976,English,4.33,"732,558","35,719",Historical Fiction,Fiction,Historical,1989.0,NAL Trade,https://www.goodreads.com//book/show/5043.The_Pillars_of_the_Earth
72,72.0,72.0,The Adventures of Sherlock Holmes,Arthur Conan Doyle,389,English,4.3,"286,255","8,642",Classics,Mystery,Fiction,1892.0,Oxford University Press,https://www.goodreads.com//book/show/3590.The_Adventures_of_Sherlock_Holmes
73,73.0,73.0,Watership Down,Richard  Adams,478,English,4.08,"468,256","16,448",Classics,Fiction,Fantasy,1972.0,Avon Books,https://www.goodreads.com//book/show/76620.Watership_Down
74,74.0,74.0,Great Expectations,Charles Dickens,544,English,3.79,"765,686","20,509",Classics,Fiction,Literature,1860.0,Oxford University Press,https://www.goodreads.com//book/show/2623.Great_Expectations
75,75.0,75.0,Rebecca,Daphne du Maurier,449,English,4.24,"585,736","35,928",Classics,Fiction,Mystery,1938.0,"Little, Brown and Company",https://www.goodreads.com//book/show/17899948-rebecca
76,76.0,76.0,The Girl with the Dragon Tattoo,Stieg Larsson,480,English,4.16,"3,038,052","74,899",Fiction,Mystery,Thriller,2005.0,Viking Canada,https://www.goodreads.com//book/show/2429135.The_Girl_with_the_Dragon_Tattoo
77,77.0,77.0,Outlander,Diana Gabaldon,850,English,4.25,"993,748","51,821",Historical Fiction,Romance,Fantasy,1991.0,Dell Publishing Company,https://www.goodreads.com//book/show/10964.Outlander
78,78.0,78.0,One Flew Over the Cuckoo's Nest,Ken Kesey,325,English,4.2,"706,807","14,541",Classics,Fiction,Psychology,1962.0,Signet,https://www.goodreads.com//book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
79,79.0,79.0,The Color Purple,Alice Walker,304,English,4.26,"636,685","21,891",Classics,Fiction,Historical Fiction,1982.0,Penguin Books,https://www.goodreads.com//book/show/52892857-the-color-purple
80,80.0,80.0,The Fellowship of the Ring,J.R.R. Tolkien,432,English,4.38,"2,693,777","34,615",Fantasy,Classics,Fiction,1954.0,William Morrow,https://www.goodreads.com//book/show/61215351-the-fellowship-of-the-ring
81,81.0,81.0,My Sister's Keeper,Jodi Picoult,423,English,4.09,"1,178,636","36,156",Fiction,Contemporary,Chick Lit,2004.0,Washington Square Press,https://www.goodreads.com//book/show/10917.My_Sister_s_Keeper
82,82.0,82.0,Anna Karenina,Leo Tolstoy,964,English,4.08,"802,597","32,349",Classics,Fiction,Romance,1878.0,Vintage,https://www.goodreads.com//book/show/15823480-anna-karenina
83,83.0,83.0,The Brothers Karamazov,Fyodor Dostoevsky,796,English,4.36,"306,293","16,584",Classics,Fiction,Russia,1878.0,"Farrar, Straus and Giroux",https://www.goodreads.com//book/show/4934.The_Brothers_Karamazov
84,84.0,84.0,A Tree Grows in Brooklyn,Betty  Smith,496,English,4.29,"444,271","25,142",Classics,Fiction,Historical Fiction,1943.0,HarperCollins Publishers,https://www.goodreads.com//book/show/14891.A_Tree_Grows_in_Brooklyn
85,85.0,85.0,A Clockwork Orange,Anthony Burgess,240,English,4.0,"683,421","18,682",Classics,Fiction,Science Fiction,1962.0,W. W. Norton \u0026 Company,https://www.goodreads.com//book/show/41817486-a-clockwork-orange
86,86.0,86.0,The Road,Cormac McCarthy,241,English,3.98,"844,622","54,136",Fiction,Science Fiction,Dystopia,2006.0,Alfred A. Knopf,https://www.goodreads.com//book/show/6288.The_Road
87,87.0,87.0,Angela's Ashes,Frank McCourt,452,English,4.14,"609,694","13,664",Nonfiction,Memoir,Biography,1996.0,Harper Perennial,https://www.goodreads.com//book/show/252577.Angela_s_Ashes
88,88.0,88.0,Vampire Academy,Richelle Mead,332,English,4.11,"627,726","25,461",Young Adult,Fantasy,Vampires,2007.0,Razorbill,https://www.goodreads.com//book/show/345627.Vampire_Academy
89,89.0,89.0,Siddhartha,Hermann Hesse,152,English,4.06,"723,355","24,473",Classics,Fiction,Philosophy,1922.0,Bantam Books,https://www.goodreads.com//book/show/52036.Siddhartha
90,90.0,90.0,The Golden Compass,Philip Pullman,399,English,4.01,"1,469,109","26,657",Fantasy,Young Adult,Fiction,1995.0,Knopf,https://www.goodreads.com//book/show/119322.The_Golden_Compass
91,91.0,91.0,And Then There Were None,Agatha Christie,264,English,4.28,"1,220,280","56,283",Mystery,Classics,Fiction,1939.0,St. Martin's Griffin,https://www.goodreads.com//book/show/16299.And_Then_There_Were_None
92,92.0,92.0,It,Stephen King,1168,English,4.25,"1,030,476","33,010",Horror,Fiction,Thriller,1986.0,New English Library,https://www.goodreads.com//book/show/830502.It
93,93.0,93.0,To Kill a Mockingbird,Harper Lee,323,English,4.27,"5,714,197","110,728",Classics,Fiction,Historical Fiction,1960.0,Harper Perennial Modern Classics,https://www.goodreads.com//book/show/2654.To_Kill_a_Mockingbird
94,94.0,94.0,The Complete Stories and Poems,Edgar Allan Poe,821,English,4.38,"242,067","2,027",Classics,Poetry,Horror,1849.0,"Doubleday \u0026 Company, Inc.",https://www.goodreads.com//book/show/23919.The_Complete_Stories_and_Poems
95,95.0,95.0,The Shining,Stephen King,659,English,4.26,"1,392,462","34,751",Horror,Fiction,Thriller,1977.0,New English Library (Hodder \u0026 Stoughton) ,https://www.goodreads.com//book/show/11588.The_Shining
96,96.0,96.0,The Poisonwood Bible,Barbara Kingsolver,546,English,4.09,"718,279","25,867",Fiction,Historical Fiction,Africa,1998.0,Harper Perennial Modern Classics,https://www.goodreads.com//book/show/7244.The_Poisonwood_Bible
97,97.0,97.0,Interview with the Vampire,Anne Rice,346,English,4.01,"559,676","14,340",Horror,Fantasy,Fiction,1976.0,Ballantine Books,https://www.goodreads.com//book/show/43763.Interview_with_the_Vampire
98,98.0,98.0,Don Quixote,Miguel de Cervantes Saavedra,1023,English,3.89,"255,276","11,093",Classics,Fiction,Literature,1605.0,Penguin Books,https://www.goodreads.com//book/show/3836.Don_Quixote
99,99.0,99.0,The Old Man and the Sea,Ernest Hemingway,96,English,3.8,"1,065,578","35,452",Classics,Fiction,Literature,1952.0,Scribner,https://www.goodreads.com//book/show/2165.The_Old_Man_and_the_Sea
100,100.0,100.0,Atlas Shrugged,Ayn Rand,1168,English,3.69,"381,056","19,404",Fiction,Classics,Philosophy,1957.0,Plume,https://www.goodreads.com//book/show/662.Atlas_Shrugged
101,101.0,101.0,The Notebook,Nicholas Sparks,227,English,4.14,"1,600,583","23,602",Romance,Fiction,Chick Lit,1996.0,Grand Central Publishing,https://www.goodreads.com//book/show/33648131-the-notebook
102,102.0,102.0,Harry Potter and the Goblet of Fire,J.K. Rowling,734,English,4.56,"3,412,907","62,565",Fantasy,Young Adult,Fiction,2000.0,Scholastic,https://www.goodreads.com//book/show/6.Harry_Potter_and_the_Goblet_of_Fire
103,103.0,103.0,Winnie-the-Pooh,A.A. Milne,161,English,4.35,"314,700","6,452",Classics,Childrens,Fiction,1926.0,Dutton Juvenile,https://www.goodreads.com//book/show/99107.Winnie_the_Pooh
104,104.0,104.0,Fahrenheit 451,Ray Bradbury,158,Spanish; Castilian,3.97,"2,227,483","66,715",Classics,Fiction,Science Fiction,1953.0,DeBolsillo,https://www.goodreads.com//book/show/4381.Fahrenheit_451
105,105.0,105.0,"Moby-Dick or, the Whale",Herman Melville,654,English,3.53,"536,484","20,636",Classics,Fiction,Literature,1851.0,Penguin Classics ,https://www.goodreads.com//book/show/153747.Moby_Dick_or_the_Whale
106,106.0,106.0,A Prayer for Owen Meany,John Irving,637,English,4.24,"311,804","15,680",Fiction,Classics,Contemporary,1989.0,Black Swan,https://www.goodreads.com//book/show/4473.A_Prayer_for_Owen_Meany
107,107.0,107.0,Harry Potter and the Half-Blood Prince,J.K. Rowling,652,English,4.58,"3,060,202","52,370",Fantasy,Young Adult,Fiction,2005.0,Scholastic Inc.,https://www.goodreads.com//book/show/1.Harry_Potter_and_the_Half_Blood_Prince
108,108.0,108.0,Clockwork Angel,Cassandra Clare,479,English,4.32,"798,241","39,890",Fantasy,Young Adult,Romance,2010.0,Margaret K. McElderry Books,https://www.goodreads.com//book/show/7171637-clockwork-angel
109,109.0,109.0,The Secret Life of Bees,Sue Monk Kidd,302,English,4.08,"1,250,778","34,215",Fiction,Historical Fiction,Young Adult,2001.0,Penguin Books,https://www.goodreads.com//book/show/37435.The_Secret_Life_of_Bees
110,110.0,110.0,The Red Tent,Anita Diamant,324,English,4.19,"579,624","21,243",Historical Fiction,Fiction,Historical,1997.0,St. Martin's Press,https://www.goodreads.com//book/show/4989.The_Red_Tent
111,111.0,111.0,The Stranger,Albert Camus,159,English,4.01,"968,305","39,788",Classics,Fiction,Philosophy,1942.0,Vintage International,https://www.goodreads.com//book/show/49552.The_Stranger
112,112.0,112.0,The Name of the Wind,Patrick Rothfuss,662,English,4.52,"895,802","50,937",Fantasy,Fiction,Epic Fantasy,2007.0,Penguin Group DAW,https://www.goodreads.com//book/show/186074.The_Name_of_the_Wind
113,113.0,113.0,Harry Potter and the Chamber of Secrets,J.K. Rowling,341,English,4.43,"3,614,547","71,837",Fantasy,Fiction,Young Adult,1998.0,Arthur A. Levine Books,https://www.goodreads.com//book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
114,114.0,114.0,The Master and Margarita,Mikhail Bulgakov,372,English,4.29,"321,305","17,920",Classics,Fiction,Russia,1967.0,Vintage International,https://www.goodreads.com//book/show/117833.The_Master_and_Margarita
115,115.0,115.0,Flowers for Algernon,Daniel Keyes,216,English,4.19,"617,845","28,668",Fiction,Classics,Science Fiction,1959.0,,https://www.goodreads.com//book/show/36576608-flowers-for-algernon
116,116.0,116.0,The Metamorphosis,Franz Kafka,201,English,3.85,"925,026","32,535",Classics,Fiction,Fantasy,1915.0,Bantam Classics,https://www.goodreads.com//book/show/485894.The_Metamorphosis
117,117.0,117.0,Middlesex,Jeffrey Eugenides,529,English,4.03,"626,094","25,316",Fiction,Historical Fiction,Contemporary,2002.0,Picador USA,https://www.goodreads.com//book/show/2187.Middlesex
118,118.0,118.0,Eragon,Christopher Paolini,503,English,3.94,"1,680,853","25,759",Fantasy,Young Adult,Fiction,2002.0,Alfred A. Knopf,https://www.goodreads.com//book/show/113436.Eragon
119,119.0,119.0,The Adventures of Tom Sawyer,Mark Twain,244,English,3.92,"894,684","12,736",Classics,Fiction,Adventure,1876.0,Penguin Classics,https://www.goodreads.com//book/show/24583.The_Adventures_of_Tom_Sawyer
120,120.0,120.0,Looking for Alaska,John Green,221,English,3.98,"1,492,257","71,006",Young Adult,Fiction,Contemporary,2005.0,Speak,https://www.goodreads.com//book/show/99561.Looking_for_Alaska
121,121.0,121.0,The Alchemist,Paulo Coelho,197,English,3.9,"2,807,342","109,651",Fiction,Classics,Fantasy,1988.0,HarperCollins,https://www.goodreads.com//book/show/865.The_Alchemist
122,122.0,122.0,Charlie and the Chocolate Factory,Roald Dahl,176,English,4.15,"805,945","15,079",Childrens,Fiction,Fantasy,1964.0,Puffin Books,https://www.goodreads.com//book/show/6310.Charlie_and_the_Chocolate_Factory
123,123.0,123.0,The Hobbit,J.R.R. Tolkien,366,English,4.28,"3,678,598","64,217",Fantasy,Classics,Fiction,1937.0,Houghton Mifflin,https://www.goodreads.com//book/show/5907.The_Hobbit
124,124.0,124.0,The Very Hungry Caterpillar,Eric Carle,26,English,4.32,"482,271","9,816",Picture Books,Childrens,Fiction,1969.0,Puffin Books,https://www.goodreads.com//book/show/4948.The_Very_Hungry_Caterpillar
125,125.0,125.0,The Curious Incident of the Dog in the Night-Time,Mark Haddon,226,English,3.89,"1,416,248","52,690",Fiction,Mystery,Young Adult,2003.0,Vintage,https://www.goodreads.com//book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
126,126.0,126.0,The Shadow of the Wind,Carlos Ruiz Zafón,487,English,4.29,"592,440","47,343",Fiction,Historical Fiction,Mystery,2001.0,Penguin Books,https://www.goodreads.com//book/show/1232.The_Shadow_of_the_Wind
127,127.0,127.0,Tuesdays with Morrie,Mitch Albom,210,English,4.16,"958,869","35,586",Nonfiction,Memoir,Biography,1997.0,Warner,https://www.goodreads.com//book/show/6900.Tuesdays_with_Morrie
128,128.0,128.0,The Last Olympian,Rick Riordan,381,English,4.54,"900,588","34,426",Fantasy,Young Adult,Mythology,2009.0,Disney-Hyperion Books,https://www.goodreads.com//book/show/4556058-the-last-olympian
129,129.0,129.0,The Count of Monte Cristo,Alexandre Dumas,1276,English,4.29,"870,577","28,757",Classics,Fiction,Historical Fiction,1844.0,Penguin Classics,https://www.goodreads.com//book/show/7126.The_Count_of_Monte_Cristo
